SR_TYPE,YEAR_MONTH,COMMUNITY_AREA,RESPONSE_DAYS_MEDIAN
Abandoned Vehicle Complaint,2019-08,7,12.4
Abandoned Vehicle Complaint,2019-08,8,11.7
Abandoned Vehicle Complaint,2019-08,9,7.5
Abandoned Vehicle Complaint,2019-08,10,12.4
Abandoned Vehicle Complaint,2019-08,11,14.0
Abandoned Vehicle Complaint,2019-08,12,8.9
Abandoned Vehicle Complaint,2019-08,13,28.8
Abandoned Vehicle Complaint,2019-08,14,18.2
Abandoned Vehicle Complaint,2019-08,15,15.6
Abandoned Vehicle Complaint,2019-08,16,14.6
Abandoned Vehicle Complaint,2019-08,17,6.7
Abandoned Vehicle Complaint,2019-08,18,9.6
Abandoned Vehicle Complaint,2019-08,19,7.8
Abandoned Vehicle Complaint,2019-08,20,13.8
Abandoned Vehicle Complaint,2019-08,21,16.7
Abandoned Vehicle Complaint,2019-08,22,16.9
Abandoned Vehicle Complaint,2019-08,23,13.0
Abandoned Vehicle Complaint,2019-08,24,12.7
Abandoned Vehicle Complaint,2019-08,25,11.8
Abandoned Vehicle Complaint,2019-08,26,3.7
Abandoned Vehicle Complaint,2019-08,27,14.3
Abandoned Vehicle Complaint,2019-08,28,12.2
Abandoned Vehicle Complaint,2019-08,29,22.5
Abandoned Vehicle Complaint,2019-08,30,20.6
Abandoned Vehicle Complaint,2019-08,31,22.9
Abandoned Vehicle Complaint,2019-08,32,10.1
Abandoned Vehicle Complaint,2019-08,33,38.9
Abandoned Vehicle Complaint,2019-08,34,14.0
Abandoned Vehicle Complaint,2019-08,35,17.8
Abandoned Vehicle Complaint,2019-08,36,16.5
Abandoned Vehicle Complaint,2019-08,37,37.1
Abandoned Vehicle Complaint,2019-08,38,13.6
Abandoned Vehicle Complaint,2019-08,39,21.0
Abandoned Vehicle Complaint,2019-08,40,29.7
Abandoned Vehicle Complaint,2019-08,41,3.8
Abandoned Vehicle Complaint,2019-08,42,19.8
Abandoned Vehicle Complaint,2019-08,43,17.6
Abandoned Vehicle Complaint,2019-08,44,18.3
Abandoned Vehicle Complaint,2019-08,45,14.0
Abandoned Vehicle Complaint,2019-08,46,22.4
Abandoned Vehicle Complaint,2019-08,47,17.9
Abandoned Vehicle Complaint,2019-08,48,19.0
Abandoned Vehicle Complaint,2019-08,49,21.1
Abandoned Vehicle Complaint,2019-08,50,16.0
Abandoned Vehicle Complaint,2019-08,51,9.8
Abandoned Vehicle Complaint,2019-08,52,18.8
Abandoned Vehicle Complaint,2019-08,53,19.4
Abandoned Vehicle Complaint,2019-08,54,17.7
Abandoned Vehicle Complaint,2019-08,55,18.8
Abandoned Vehicle Complaint,2019-08,56,21.0
Abandoned Vehicle Complaint,2019-08,57,21.6
Abandoned Vehicle Complaint,2019-08,58,19.9
Abandoned Vehicle Complaint,2019-08,59,28.2
Abandoned Vehicle Complaint,2019-08,60,22.8
Abandoned Vehicle Complaint,2019-08,61,20.8
Abandoned Vehicle Complaint,2019-08,62,22.9
Abandoned Vehicle Complaint,2019-08,63,25.3
Abandoned Vehicle Complaint,2019-08,64,23.8
Abandoned Vehicle Complaint,2019-08,65,19.7
Abandoned Vehicle Complaint,2019-08,66,24.8
Abandoned Vehicle Complaint,2019-08,67,21.1
Abandoned Vehicle Complaint,2019-08,68,20.0
Abandoned Vehicle Complaint,2019-08,69,21.5
Abandoned Vehicle Complaint,2019-08,70,19.8
Abandoned Vehicle Complaint,2019-08,71,20.7
Abandoned Vehicle Complaint,2019-08,72,18.0
Abandoned Vehicle Complaint,2019-08,73,20.8
Abandoned Vehicle Complaint,2019-08,74,28.1
Abandoned Vehicle Complaint,2019-08,75,22.9
Abandoned Vehicle Complaint,2019-08,76,14.6
Abandoned Vehicle Complaint,2019-08,77,21.9
Abandoned Vehicle Complaint,2019-09,1,16.1
Abandoned Vehicle Complaint,2019-09,2,12.0
Abandoned Vehicle Complaint,2019-09,3,18.1
Abandoned Vehicle Complaint,2019-09,4,14.8
Abandoned Vehicle Complaint,2019-09,5,15.3
Abandoned Vehicle Complaint,2019-09,6,13.2
Abandoned Vehicle Complaint,2019-09,7,10.8
Abandoned Vehicle Complaint,2019-09,8,8.8
Abandoned Vehicle Complaint,2019-09,9,8.8
Abandoned Vehicle Complaint,2019-09,10,8.8
Abandoned Vehicle Complaint,2019-09,11,8.9
Abandoned Vehicle Complaint,2019-09,12,8.3
Abandoned Vehicle Complaint,2019-09,13,10.8
Abandoned Vehicle Complaint,2019-09,14,11.4
Abandoned Vehicle Complaint,2019-09,15,15.7
Abandoned Vehicle Complaint,2019-09,16,13.9
Abandoned Vehicle Complaint,2019-09,17,13.1
Abandoned Vehicle Complaint,2019-09,18,8.6
Abandoned Vehicle Complaint,2019-09,19,15.9
Abandoned Vehicle Complaint,2019-09,20,13.1
Abandoned Vehicle Complaint,2019-09,21,6.9
Abandoned Vehicle Complaint,2019-09,22,15.5
Abandoned Vehicle Complaint,2019-09,23,11.7
Abandoned Vehicle Complaint,2019-09,24,12.0
Abandoned Vehicle Complaint,2019-09,25,6.9
Abandoned Vehicle Complaint,2019-09,26,3.5
Abandoned Vehicle Complaint,2019-09,27,8.5
Abandoned Vehicle Complaint,2019-09,28,19.9
Abandoned Vehicle Complaint,2019-09,29,12.8
Abandoned Vehicle Complaint,2019-09,30,12.6
Abandoned Vehicle Complaint,2019-09,31,18.6
Abandoned Vehicle Complaint,2019-09,32,6.1
Abandoned Vehicle Complaint,2019-09,33,18.7
Abandoned Vehicle Complaint,2019-09,34,5.8
Abandoned Vehicle Complaint,2019-09,35,13.8
Abandoned Vehicle Complaint,2019-09,36,4.6
Abandoned Vehicle Complaint,2019-09,37,2.0
Abandoned Vehicle Complaint,2019-09,38,8.7
Abandoned Vehicle Complaint,2019-09,39,14.7
Abandoned Vehicle Complaint,2019-09,40,24.7
Abandoned Vehicle Complaint,2019-09,41,25.0
Abandoned Vehicle Complaint,2019-09,42,9.3
Abandoned Vehicle Complaint,2019-09,43,32.9
Abandoned Vehicle Complaint,2019-09,44,12.9
Abandoned Vehicle Complaint,2019-09,45,9.4
Abandoned Vehicle Complaint,2019-09,46,12.7
Abandoned Vehicle Complaint,2019-09,47,16.1
Abandoned Vehicle Complaint,2019-09,48,9.9
Abandoned Vehicle Complaint,2019-09,49,24.6
Abandoned Vehicle Complaint,2019-09,50,10.8
Abandoned Vehicle Complaint,2019-09,51,13.3
Abandoned Vehicle Complaint,2019-09,52,15.6
Abandoned Vehicle Complaint,2019-09,53,22.6
Abandoned Vehicle Complaint,2019-09,54,20.1
Abandoned Vehicle Complaint,2019-09,55,109.1
Abandoned Vehicle Complaint,2019-09,56,12.6
Abandoned Vehicle Complaint,2019-09,57,10.8
Abandoned Vehicle Complaint,2019-09,58,15.8
Abandoned Vehicle Complaint,2019-09,59,18.4
Abandoned Vehicle Complaint,2019-09,60,13.9
Abandoned Vehicle Complaint,2019-09,61,15.5
Abandoned Vehicle Complaint,2019-09,62,10.8
Abandoned Vehicle Complaint,2019-09,63,17.2
Abandoned Vehicle Complaint,2019-09,64,9.8
Abandoned Vehicle Complaint,2019-09,65,10.6
Abandoned Vehicle Complaint,2019-09,66,15.5
Abandoned Vehicle Complaint,2019-09,67,18.7
Abandoned Vehicle Complaint,2019-09,68,112.2
Abandoned Vehicle Complaint,2019-09,69,15.8
Abandoned Vehicle Complaint,2019-09,70,20.9
Abandoned Vehicle Complaint,2019-09,71,17.0
Abandoned Vehicle Complaint,2019-09,72,14.8
Abandoned Vehicle Complaint,2019-09,73,16.7
Abandoned Vehicle Complaint,2019-09,74,17.1
Abandoned Vehicle Complaint,2019-09,75,11.8
Abandoned Vehicle Complaint,2019-09,76,8.4
Abandoned Vehicle Complaint,2019-09,77,15.5
Abandoned Vehicle Complaint,2019-10,1,13.9
Abandoned Vehicle Complaint,2019-10,2,13.0
Abandoned Vehicle Complaint,2019-10,3,16.0
Abandoned Vehicle Complaint,2019-10,4,15.6
Abandoned Vehicle Complaint,2019-10,5,7.0
Abandoned Vehicle Complaint,2019-10,6,10.0
Abandoned Vehicle Complaint,2019-10,7,10.3
Abandoned Vehicle Complaint,2019-10,8,9.5
Abandoned Vehicle Complaint,2019-10,9,17.9
Abandoned Vehicle Complaint,2019-10,10,9.0
Abandoned Vehicle Complaint,2019-10,11,11.6
Abandoned Vehicle Complaint,2019-10,12,15.9
Abandoned Vehicle Complaint,2019-10,13,19.9
Abandoned Vehicle Complaint,2019-10,14,15.0
Abandoned Vehicle Complaint,2019-10,15,15.6
Abandoned Vehicle Complaint,2019-10,16,14.9
Abandoned Vehicle Complaint,2019-10,17,14.0
Abandoned Vehicle Complaint,2019-10,18,22.9
Abandoned Vehicle Complaint,2019-10,19,16.8
Abandoned Vehicle Complaint,2019-10,20,19.8
Abandoned Vehicle Complaint,2019-10,21,6.3
Abandoned Vehicle Complaint,2019-10,22,10.8
Abandoned Vehicle Complaint,2019-10,23,18.8
Abandoned Vehicle Complaint,2019-10,24,12.9
Abandoned Vehicle Complaint,2019-10,25,7.4
Abandoned Vehicle Complaint,2019-10,26,11.7
Abandoned Vehicle Complaint,2019-10,27,7.9
Abandoned Vehicle Complaint,2019-10,28,3.3
Abandoned Vehicle Complaint,2019-10,29,6.8
Abandoned Vehicle Complaint,2019-10,30,7.6
Abandoned Vehicle Complaint,2019-10,31,8.6
Abandoned Vehicle Complaint,2019-10,32,8.1
Abandoned Vehicle Complaint,2019-10,33,12.6
Abandoned Vehicle Complaint,2019-10,34,8.2
Abandoned Vehicle Complaint,2019-10,35,13.1
Abandoned Vehicle Complaint,2019-10,36,30.8
Abandoned Vehicle Complaint,2019-10,37,87.2
Abandoned Vehicle Complaint,2019-10,38,11.2
Abandoned Vehicle Complaint,2019-10,39,14.9
Abandoned Vehicle Complaint,2019-10,40,86.1
Abandoned Vehicle Complaint,2019-10,41,4.4
Abandoned Vehicle Complaint,2019-10,42,14.4
Abandoned Vehicle Complaint,2019-10,43,14.3
Abandoned Vehicle Complaint,2019-10,44,13.1
Abandoned Vehicle Complaint,2019-10,45,11.3
Abandoned Vehicle Complaint,2019-10,46,10.7
Abandoned Vehicle Complaint,2019-10,47,50.9
Abandoned Vehicle Complaint,2019-10,48,9.4
Abandoned Vehicle Complaint,2019-10,49,9.6
Abandoned Vehicle Complaint,2019-10,50,6.0
Abandoned Vehicle Complaint,2019-10,51,6.8
Abandoned Vehicle Complaint,2019-10,52,10.0
Abandoned Vehicle Complaint,2019-10,53,9.1
Abandoned Vehicle Complaint,2019-10,54,18.2
Abandoned Vehicle Complaint,2019-10,55,14.3
Abandoned Vehicle Complaint,2019-10,56,28.0
Abandoned Vehicle Complaint,2019-10,57,9.9
Abandoned Vehicle Complaint,2019-10,58,11.9
Abandoned Vehicle Complaint,2019-10,59,11.7
Abandoned Vehicle Complaint,2019-10,60,13.5
Abandoned Vehicle Complaint,2019-10,61,7.4
Abandoned Vehicle Complaint,2019-10,62,15.3
Abandoned Vehicle Complaint,2019-10,63,9.4
Abandoned Vehicle Complaint,2019-10,64,22.8
Abandoned Vehicle Complaint,2019-10,65,9.7
Abandoned Vehicle Complaint,2019-10,66,15.8
Abandoned Vehicle Complaint,2019-10,67,10.4
Abandoned Vehicle Complaint,2019-10,68,21.7
Abandoned Vehicle Complaint,2019-10,69,18.8
Abandoned Vehicle Complaint,2019-10,70,13.0
Abandoned Vehicle Complaint,2019-10,71,10.8
Abandoned Vehicle Complaint,2019-10,72,13.6
Abandoned Vehicle Complaint,2019-10,73,13.9
Abandoned Vehicle Complaint,2019-10,74,9.7
Abandoned Vehicle Complaint,2019-10,75,8.9
Abandoned Vehicle Complaint,2019-10,76,16.6
Abandoned Vehicle Complaint,2019-10,77,14.5
Abandoned Vehicle Complaint,2019-11,1,19.8
Abandoned Vehicle Complaint,2019-11,2,30.8
Abandoned Vehicle Complaint,2019-11,3,45.2
Abandoned Vehicle Complaint,2019-11,4,50.8
Abandoned Vehicle Complaint,2019-11,5,25.6
Abandoned Vehicle Complaint,2019-11,6,23.8
Abandoned Vehicle Complaint,2019-11,7,18.3
Abandoned Vehicle Complaint,2019-11,8,47.8
Abandoned Vehicle Complaint,2019-11,9,17.7
Abandoned Vehicle Complaint,2019-11,10,17.2
Abandoned Vehicle Complaint,2019-11,11,17.9
Abandoned Vehicle Complaint,2019-11,12,18.8
Abandoned Vehicle Complaint,2019-11,13,15.8
Abandoned Vehicle Complaint,2019-11,14,44.0
Abandoned Vehicle Complaint,2019-11,15,28.8
Abandoned Vehicle Complaint,2019-11,16,26.6
Abandoned Vehicle Complaint,2019-11,17,20.8
Abandoned Vehicle Complaint,2019-11,18,45.0
Abandoned Vehicle Complaint,2019-11,19,28.7
Abandoned Vehicle Complaint,2019-11,20,23.4
Abandoned Vehicle Complaint,2019-11,21,32.6
Abandoned Vehicle Complaint,2019-11,22,27.0
Abandoned Vehicle Complaint,2019-11,23,25.4
Abandoned Vehicle Complaint,2019-11,24,23.9
Abandoned Vehicle Complaint,2019-11,25,19.5
Abandoned Vehicle Complaint,2019-11,26,24.3
Abandoned Vehicle Complaint,2019-11,27,31.9
Abandoned Vehicle Complaint,2019-11,28,16.4
Abandoned Vehicle Complaint,2019-11,29,31.6
Abandoned Vehicle Complaint,2019-11,30,22.0
Abandoned Vehicle Complaint,2019-11,31,50.0
Abandoned Vehicle Complaint,2019-11,32,45.9
Abandoned Vehicle Complaint,2019-11,34,41.5
Abandoned Vehicle Complaint,2019-11,35,50.7
Abandoned Vehicle Complaint,2019-11,36,51.1
Abandoned Vehicle Complaint,2019-11,37,13.9
Abandoned Vehicle Complaint,2019-11,38,18.0
Abandoned Vehicle Complaint,2019-11,39,29.7
Abandoned Vehicle Complaint,2019-11,40,36.7
Abandoned Vehicle Complaint,2019-11,41,19.1
Abandoned Vehicle Complaint,2019-11,42,14.9
Abandoned Vehicle Complaint,2019-11,43,35.9
Abandoned Vehicle Complaint,2019-11,44,16.3
Abandoned Vehicle Complaint,2019-11,45,24.0
Abandoned Vehicle Complaint,2019-11,46,28.6
Abandoned Vehicle Complaint,2019-11,47,9.0
Abandoned Vehicle Complaint,2019-11,48,23.2
Abandoned Vehicle Complaint,2019-11,49,20.6
Abandoned Vehicle Complaint,2019-11,50,8.1
Abandoned Vehicle Complaint,2019-11,51,26.8
Abandoned Vehicle Complaint,2019-11,52,28.1
Abandoned Vehicle Complaint,2019-11,53,25.4
Abandoned Vehicle Complaint,2019-11,54,5.2
Abandoned Vehicle Complaint,2019-11,55,53.9
Abandoned Vehicle Complaint,2019-11,56,28.7
Abandoned Vehicle Complaint,2019-11,57,21.8
Abandoned Vehicle Complaint,2019-11,58,25.3
Abandoned Vehicle Complaint,2019-11,59,13.7
Abandoned Vehicle Complaint,2019-11,60,24.8
Abandoned Vehicle Complaint,2019-11,61,37.9
Abandoned Vehicle Complaint,2019-11,62,24.8
Abandoned Vehicle Complaint,2019-11,63,21.0
Abandoned Vehicle Complaint,2019-11,64,37.8
Abandoned Vehicle Complaint,2019-11,65,28.5
Abandoned Vehicle Complaint,2019-11,66,30.2
Abandoned Vehicle Complaint,2019-11,67,20.7
Abandoned Vehicle Complaint,2019-11,68,15.7
Abandoned Vehicle Complaint,2019-11,69,44.1
Abandoned Vehicle Complaint,2019-11,70,45.1
Abandoned Vehicle Complaint,2019-11,71,54.1
Abandoned Vehicle Complaint,2019-11,72,17.9
Abandoned Vehicle Complaint,2019-11,73,18.7
Abandoned Vehicle Complaint,2019-11,74,24.0
Abandoned Vehicle Complaint,2019-11,75,19.9
Abandoned Vehicle Complaint,2019-11,76,58.0
Abandoned Vehicle Complaint,2019-11,77,22.7
Abandoned Vehicle Complaint,2019-12,1,22.1
Abandoned Vehicle Complaint,2019-12,2,14.7
Abandoned Vehicle Complaint,2019-12,3,17.9
Abandoned Vehicle Complaint,2019-12,4,15.8
Abandoned Vehicle Complaint,2019-12,5,20.7
Abandoned Vehicle Complaint,2019-12,6,31.9
Abandoned Vehicle Complaint,2019-12,7,26.7
Abandoned Vehicle Complaint,2019-12,8,19.8
Abandoned Vehicle Complaint,2019-12,9,39.9
Abandoned Vehicle Complaint,2019-12,10,16.8
Abandoned Vehicle Complaint,2019-12,11,21.7
Abandoned Vehicle Complaint,2019-12,12,9.6
Abandoned Vehicle Complaint,2019-12,13,23.7
Abandoned Vehicle Complaint,2019-12,14,19.7
Abandoned Vehicle Complaint,2019-12,15,16.2
Abandoned Vehicle Complaint,2019-12,16,21.1
Abandoned Vehicle Complaint,2019-12,17,20.0
Abandoned Vehicle Complaint,2019-12,18,13.2
Abandoned Vehicle Complaint,2019-12,19,13.1
Abandoned Vehicle Complaint,2019-12,20,17.9
Abandoned Vehicle Complaint,2019-12,21,21.9
Abandoned Vehicle Complaint,2019-12,22,20.6
Abandoned Vehicle Complaint,2019-12,23,13.8
Abandoned Vehicle Complaint,2019-12,24,19.9
Abandoned Vehicle Complaint,2019-12,25,11.8
Abandoned Vehicle Complaint,2019-12,26,14.8
Abandoned Vehicle Complaint,2019-12,27,13.0
Abandoned Vehicle Complaint,2019-12,28,18.5
Abandoned Vehicle Complaint,2019-12,29,13.5
Abandoned Vehicle Complaint,2019-12,30,16.7
Abandoned Vehicle Complaint,2019-12,31,23.6
Abandoned Vehicle Complaint,2019-12,32,20.8
Abandoned Vehicle Complaint,2019-12,33,14.7
Abandoned Vehicle Complaint,2019-12,34,19.6
Abandoned Vehicle Complaint,2019-12,35,17.6
Abandoned Vehicle Complaint,2019-12,36,26.6
Abandoned Vehicle Complaint,2019-12,37,28.3
Abandoned Vehicle Complaint,2019-12,38,16.2
Abandoned Vehicle Complaint,2019-12,39,27.4
Abandoned Vehicle Complaint,2019-12,40,13.6
Abandoned Vehicle Complaint,2019-12,41,17.9
Abandoned Vehicle Complaint,2019-12,42,8.7
Abandoned Vehicle Complaint,2019-12,43,19.9
Abandoned Vehicle Complaint,2019-12,44,18.8
Abandoned Vehicle Complaint,2019-12,45,23.6
Abandoned Vehicle Complaint,2019-12,46,17.8
Abandoned Vehicle Complaint,2019-12,47,18.8
Abandoned Vehicle Complaint,2019-12,48,20.6
Abandoned Vehicle Complaint,2019-12,49,18.9
Abandoned Vehicle Complaint,2019-12,50,14.0
Abandoned Vehicle Complaint,2019-12,51,23.2
Abandoned Vehicle Complaint,2019-12,52,15.4
Abandoned Vehicle Complaint,2019-12,53,13.9
Abandoned Vehicle Complaint,2019-12,54,28.4
Abandoned Vehicle Complaint,2019-12,55,28.6
Abandoned Vehicle Complaint,2019-12,56,14.0
Abandoned Vehicle Complaint,2019-12,57,15.7
Abandoned Vehicle Complaint,2019-12,58,17.9
Abandoned Vehicle Complaint,2019-12,59,25.7
Abandoned Vehicle Complaint,2019-12,60,18.1
Abandoned Vehicle Complaint,2019-12,61,14.9
Abandoned Vehicle Complaint,2019-12,62,21.9
Abandoned Vehicle Complaint,2019-12,63,20.5
Abandoned Vehicle Complaint,2019-12,64,15.0
Abandoned Vehicle Complaint,2019-12,65,15.4
Abandoned Vehicle Complaint,2019-12,66,18.9
Abandoned Vehicle Complaint,2019-12,67,19.7
Abandoned Vehicle Complaint,2019-12,68,13.1
Abandoned Vehicle Complaint,2019-12,69,17.1
Abandoned Vehicle Complaint,2019-12,70,18.2
Abandoned Vehicle Complaint,2019-12,71,25.3
Abandoned Vehicle Complaint,2019-12,72,31.2
Abandoned Vehicle Complaint,2019-12,73,27.6
Abandoned Vehicle Complaint,2019-12,74,19.0
Abandoned Vehicle Complaint,2019-12,75,16.0
Abandoned Vehicle Complaint,2019-12,76,10.9
Abandoned Vehicle Complaint,2019-12,77,23.0
Abandoned Vehicle Complaint,2020-01,1,19.5
Abandoned Vehicle Complaint,2020-01,2,13.6
Abandoned Vehicle Complaint,2020-01,3,17.8
Abandoned Vehicle Complaint,2020-01,4,13.9
Abandoned Vehicle Complaint,2020-01,5,17.8
Abandoned Vehicle Complaint,2020-01,6,22.4
Abandoned Vehicle Complaint,2020-01,7,23.8
Abandoned Vehicle Complaint,2020-01,8,18.9
Abandoned Vehicle Complaint,2020-01,9,13.3
Abandoned Vehicle Complaint,2020-01,10,5.7
Abandoned Vehicle Complaint,2020-01,11,16.5
Abandoned Vehicle Complaint,2020-01,12,5.8
Abandoned Vehicle Complaint,2020-01,13,11.4
Abandoned Vehicle Complaint,2020-01,14,21.7
Abandoned Vehicle Complaint,2020-01,15,11.2
Abandoned Vehicle Complaint,2020-01,16,20.9
Abandoned Vehicle Complaint,2020-01,17,16.7
Abandoned Vehicle Complaint,2020-01,18,14.9
Abandoned Vehicle Complaint,2020-01,19,11.8
Abandoned Vehicle Complaint,2020-01,20,22.9
Abandoned Vehicle Complaint,2020-01,21,21.9
Abandoned Vehicle Complaint,2020-01,22,16.8
Abandoned Vehicle Complaint,2020-01,23,8.9
Abandoned Vehicle Complaint,2020-01,24,19.9
Abandoned Vehicle Complaint,2020-01,25,10.8
Abandoned Vehicle Complaint,2020-01,26,17.4
Abandoned Vehicle Complaint,2020-01,27,6.8
Abandoned Vehicle Complaint,2020-01,28,15.0
Abandoned Vehicle Complaint,2020-01,29,8.7
Abandoned Vehicle Complaint,2020-01,30,12.5
Abandoned Vehicle Complaint,2020-01,31,19.6
Abandoned Vehicle Complaint,2020-01,32,6.0
Abandoned Vehicle Complaint,2020-01,33,13.0
Abandoned Vehicle Complaint,2020-01,34,18.2
Abandoned Vehicle Complaint,2020-01,35,11.0
Abandoned Vehicle Complaint,2020-01,36,24.3
Abandoned Vehicle Complaint,2020-01,37,11.8
Abandoned Vehicle Complaint,2020-01,38,4.8
Abandoned Vehicle Complaint,2020-01,39,18.5
Abandoned Vehicle Complaint,2020-01,40,11.8
Abandoned Vehicle Complaint,2020-01,41,15.3
Abandoned Vehicle Complaint,2020-01,42,16.8
Abandoned Vehicle Complaint,2020-01,43,15.7
Abandoned Vehicle Complaint,2020-01,44,18.0
Abandoned Vehicle Complaint,2020-01,45,10.2
Abandoned Vehicle Complaint,2020-01,46,26.8
Abandoned Vehicle Complaint,2020-01,47,19.6
Abandoned Vehicle Complaint,2020-01,48,18.9
Abandoned Vehicle Complaint,2020-01,49,17.9
Abandoned Vehicle Complaint,2020-01,50,18.8
Abandoned Vehicle Complaint,2020-01,51,19.0
Abandoned Vehicle Complaint,2020-01,52,15.2
Abandoned Vehicle Complaint,2020-01,53,13.9
Abandoned Vehicle Complaint,2020-01,54,17.7
Abandoned Vehicle Complaint,2020-01,55,16.2
Abandoned Vehicle Complaint,2020-01,56,10.0
Abandoned Vehicle Complaint,2020-01,57,17.2
Abandoned Vehicle Complaint,2020-01,58,16.3
Abandoned Vehicle Complaint,2020-01,59,15.0
Abandoned Vehicle Complaint,2020-01,60,14.8
Abandoned Vehicle Complaint,2020-01,61,17.6
Abandoned Vehicle Complaint,2020-01,62,12.3
Abandoned Vehicle Complaint,2020-01,63,20.7
Abandoned Vehicle Complaint,2020-01,64,19.8
Abandoned Vehicle Complaint,2020-01,65,15.4
Abandoned Vehicle Complaint,2020-01,66,14.0
Abandoned Vehicle Complaint,2020-01,67,13.6
Abandoned Vehicle Complaint,2020-01,68,14.3
Abandoned Vehicle Complaint,2020-01,69,16.7
Abandoned Vehicle Complaint,2020-01,70,16.0
Abandoned Vehicle Complaint,2020-01,71,16.0
Abandoned Vehicle Complaint,2020-01,72,20.1
Abandoned Vehicle Complaint,2020-01,73,21.0
Abandoned Vehicle Complaint,2020-01,74,17.7
Abandoned Vehicle Complaint,2020-01,75,27.5
Abandoned Vehicle Complaint,2020-01,76,13.6
Abandoned Vehicle Complaint,2020-01,77,16.9
Abandoned Vehicle Complaint,2020-02,1,20.6
Abandoned Vehicle Complaint,2020-02,2,13.9
Abandoned Vehicle Complaint,2020-02,3,20.5
Abandoned Vehicle Complaint,2020-02,4,21.9
Abandoned Vehicle Complaint,2020-02,5,20.1
Abandoned Vehicle Complaint,2020-02,6,20.4
Abandoned Vehicle Complaint,2020-02,7,20.9
Abandoned Vehicle Complaint,2020-02,8,19.0
Abandoned Vehicle Complaint,2020-02,9,8.9
Abandoned Vehicle Complaint,2020-02,10,13.8
Abandoned Vehicle Complaint,2020-02,11,8.9
Abandoned Vehicle Complaint,2020-02,12,10.0
Abandoned Vehicle Complaint,2020-02,13,13.9
Abandoned Vehicle Complaint,2020-02,14,19.8
Abandoned Vehicle Complaint,2020-02,15,15.4
Abandoned Vehicle Complaint,2020-02,16,18.2
Abandoned Vehicle Complaint,2020-02,17,8.7
Abandoned Vehicle Complaint,2020-02,18,15.8
Abandoned Vehicle Complaint,2020-02,19,15.8
Abandoned Vehicle Complaint,2020-02,20,20.9
Abandoned Vehicle Complaint,2020-02,21,20.0
Abandoned Vehicle Complaint,2020-02,22,19.2
Abandoned Vehicle Complaint,2020-02,23,11.8
Abandoned Vehicle Complaint,2020-02,24,19.0
Abandoned Vehicle Complaint,2020-02,25,8.8
Abandoned Vehicle Complaint,2020-02,26,12.5
Abandoned Vehicle Complaint,2020-02,27,6.9
Abandoned Vehicle Complaint,2020-02,28,14.4
Abandoned Vehicle Complaint,2020-02,29,12.8
Abandoned Vehicle Complaint,2020-02,30,16.9
Abandoned Vehicle Complaint,2020-02,31,19.0
Abandoned Vehicle Complaint,2020-02,32,15.8
Abandoned Vehicle Complaint,2020-02,33,22.0
Abandoned Vehicle Complaint,2020-02,34,16.0
Abandoned Vehicle Complaint,2020-02,35,22.8
Abandoned Vehicle Complaint,2020-02,36,29.1
Abandoned Vehicle Complaint,2020-02,37,26.9
Abandoned Vehicle Complaint,2020-02,38,19.6
Abandoned Vehicle Complaint,2020-02,39,22.0
Abandoned Vehicle Complaint,2020-02,40,19.8
Abandoned Vehicle Complaint,2020-02,41,22.7
Abandoned Vehicle Complaint,2020-02,42,15.7
Abandoned Vehicle Complaint,2020-02,43,18.7
Abandoned Vehicle Complaint,2020-02,44,25.1
Abandoned Vehicle Complaint,2020-02,45,15.7
Abandoned Vehicle Complaint,2020-02,46,19.9
Abandoned Vehicle Complaint,2020-02,47,25.2
Abandoned Vehicle Complaint,2020-02,48,33.9
Abandoned Vehicle Complaint,2020-02,49,20.9
Abandoned Vehicle Complaint,2020-02,50,14.9
