SR_TYPE,YEAR_MONTH,COMMUNITY_AREA,RESPONSE_DAYS_MEDIAN
Street Light Out Complaint,2020-09,37,22.5
Street Light Out Complaint,2020-09,38,13.9
Street Light Out Complaint,2020-09,39,13.8
Street Light Out Complaint,2020-09,40,12.3
Street Light Out Complaint,2020-09,41,13.9
Street Light Out Complaint,2020-09,42,12.1
Street Light Out Complaint,2020-09,43,10.0
Street Light Out Complaint,2020-09,44,14.4
Street Light Out Complaint,2020-09,45,13.4
Street Light Out Complaint,2020-09,46,11.3
Street Light Out Complaint,2020-09,47,19.6
Street Light Out Complaint,2020-09,48,11.3
Street Light Out Complaint,2020-09,49,14.6
Street Light Out Complaint,2020-09,50,9.8
Street Light Out Complaint,2020-09,51,16.1
Street Light Out Complaint,2020-09,52,10.3
Street Light Out Complaint,2020-09,53,20.8
Street Light Out Complaint,2020-09,54,10.4
Street Light Out Complaint,2020-09,55,10.6
Street Light Out Complaint,2020-09,56,7.9
Street Light Out Complaint,2020-09,57,27.0
Street Light Out Complaint,2020-09,58,8.0
Street Light Out Complaint,2020-09,59,7.8
Street Light Out Complaint,2020-09,60,10.8
Street Light Out Complaint,2020-09,61,9.4
Street Light Out Complaint,2020-09,62,9.8
Street Light Out Complaint,2020-09,63,15.5
Street Light Out Complaint,2020-09,64,11.0
Street Light Out Complaint,2020-09,65,17.1
Street Light Out Complaint,2020-09,66,10.8
Street Light Out Complaint,2020-09,67,10.8
Street Light Out Complaint,2020-09,68,14.5
Street Light Out Complaint,2020-09,69,12.9
Street Light Out Complaint,2020-09,70,12.5
Street Light Out Complaint,2020-09,71,13.9
Street Light Out Complaint,2020-09,72,18.1
Street Light Out Complaint,2020-09,73,10.9
Street Light Out Complaint,2020-09,74,11.4
Street Light Out Complaint,2020-09,75,6.1
Street Light Out Complaint,2020-09,76,21.3
Street Light Out Complaint,2020-09,77,12.6
Street Light Out Complaint,2020-10,1,7.6
Street Light Out Complaint,2020-10,2,13.3
Street Light Out Complaint,2020-10,3,14.3
Street Light Out Complaint,2020-10,4,10.1
Street Light Out Complaint,2020-10,5,9.8
Street Light Out Complaint,2020-10,6,5.5
Street Light Out Complaint,2020-10,7,15.1
Street Light Out Complaint,2020-10,8,8.4
Street Light Out Complaint,2020-10,9,24.9
Street Light Out Complaint,2020-10,10,6.7
Street Light Out Complaint,2020-10,11,14.1
Street Light Out Complaint,2020-10,12,10.1
Street Light Out Complaint,2020-10,13,13.2
Street Light Out Complaint,2020-10,14,18.8
Street Light Out Complaint,2020-10,15,7.5
Street Light Out Complaint,2020-10,16,11.2
Street Light Out Complaint,2020-10,17,7.3
Street Light Out Complaint,2020-10,18,6.8
Street Light Out Complaint,2020-10,19,6.3
Street Light Out Complaint,2020-10,20,7.8
Street Light Out Complaint,2020-10,21,12.8
Street Light Out Complaint,2020-10,22,12.2
Street Light Out Complaint,2020-10,23,24.0
Street Light Out Complaint,2020-10,24,7.3
Street Light Out Complaint,2020-10,25,9.0
Street Light Out Complaint,2020-10,26,5.9
Street Light Out Complaint,2020-10,27,6.0
Street Light Out Complaint,2020-10,28,14.2
Street Light Out Complaint,2020-10,29,14.1
Street Light Out Complaint,2020-10,30,6.3
Street Light Out Complaint,2020-10,31,5.8
Street Light Out Complaint,2020-10,32,21.8
Street Light Out Complaint,2020-10,33,6.2
Street Light Out Complaint,2020-10,34,6.7
Street Light Out Complaint,2020-10,35,16.7
Street Light Out Complaint,2020-10,36,25.4
Street Light Out Complaint,2020-10,37,5.9
Street Light Out Complaint,2020-10,38,14.9
Street Light Out Complaint,2020-10,39,4.7
Street Light Out Complaint,2020-10,40,6.4
Street Light Out Complaint,2020-10,41,14.4
Street Light Out Complaint,2020-10,42,5.5
Street Light Out Complaint,2020-10,43,14.9
Street Light Out Complaint,2020-10,44,10.1
Street Light Out Complaint,2020-10,45,9.3
Street Light Out Complaint,2020-10,46,9.0
Street Light Out Complaint,2020-10,47,17.4
Street Light Out Complaint,2020-10,48,7.4
Street Light Out Complaint,2020-10,49,14.4
Street Light Out Complaint,2020-10,50,7.3
Street Light Out Complaint,2020-10,51,7.9
Street Light Out Complaint,2020-10,52,14.6
Street Light Out Complaint,2020-10,53,12.5
Street Light Out Complaint,2020-10,54,16.8
Street Light Out Complaint,2020-10,55,13.9
Street Light Out Complaint,2020-10,56,6.7
Street Light Out Complaint,2020-10,57,18.1
Street Light Out Complaint,2020-10,58,9.6
Street Light Out Complaint,2020-10,59,6.4
Street Light Out Complaint,2020-10,60,7.9
Street Light Out Complaint,2020-10,61,10.7
Street Light Out Complaint,2020-10,62,6.8
Street Light Out Complaint,2020-10,63,7.7
Street Light Out Complaint,2020-10,64,7.0
Street Light Out Complaint,2020-10,65,8.0
Street Light Out Complaint,2020-10,66,7.1
Street Light Out Complaint,2020-10,67,7.2
Street Light Out Complaint,2020-10,68,12.6
Street Light Out Complaint,2020-10,69,7.7
Street Light Out Complaint,2020-10,70,9.9
Street Light Out Complaint,2020-10,71,6.1
Street Light Out Complaint,2020-10,72,9.5
Street Light Out Complaint,2020-10,73,8.9
Street Light Out Complaint,2020-10,74,6.9
Street Light Out Complaint,2020-10,75,8.7
Street Light Out Complaint,2020-10,76,19.8
Street Light Out Complaint,2020-10,77,9.2
Street Light Out Complaint,2020-11,1,6.3
Street Light Out Complaint,2020-11,2,7.7
Street Light Out Complaint,2020-11,3,14.0
Street Light Out Complaint,2020-11,4,11.8
Street Light Out Complaint,2020-11,5,7.9
Street Light Out Complaint,2020-11,6,13.5
Street Light Out Complaint,2020-11,7,8.4
Street Light Out Complaint,2020-11,8,11.5
Street Light Out Complaint,2020-11,9,9.6
Street Light Out Complaint,2020-11,10,7.0
Street Light Out Complaint,2020-11,11,9.4
Street Light Out Complaint,2020-11,12,7.1
Street Light Out Complaint,2020-11,13,8.9
Street Light Out Complaint,2020-11,14,6.0
Street Light Out Complaint,2020-11,15,6.9
Street Light Out Complaint,2020-11,16,6.0
Street Light Out Complaint,2020-11,17,4.6
Street Light Out Complaint,2020-11,18,2.2
Street Light Out Complaint,2020-11,19,5.8
Street Light Out Complaint,2020-11,20,3.9
Street Light Out Complaint,2020-11,21,7.6
Street Light Out Complaint,2020-11,22,7.6
Street Light Out Complaint,2020-11,23,14.1
Street Light Out Complaint,2020-11,24,10.6
Street Light Out Complaint,2020-11,25,12.0
Street Light Out Complaint,2020-11,26,12.5
Street Light Out Complaint,2020-11,27,8.9
Street Light Out Complaint,2020-11,28,20.0
Street Light Out Complaint,2020-11,29,10.8
Street Light Out Complaint,2020-11,30,7.7
Street Light Out Complaint,2020-11,31,9.1
Street Light Out Complaint,2020-11,32,1.9
Street Light Out Complaint,2020-11,33,6.4
Street Light Out Complaint,2020-11,34,1.8
Street Light Out Complaint,2020-11,35,12.4
Street Light Out Complaint,2020-11,36,16.5
Street Light Out Complaint,2020-11,37,7.3
Street Light Out Complaint,2020-11,38,5.0
Street Light Out Complaint,2020-11,39,15.5
Street Light Out Complaint,2020-11,40,2.5
Street Light Out Complaint,2020-11,41,17.5
Street Light Out Complaint,2020-11,42,6.1
Street Light Out Complaint,2020-11,43,10.7
Street Light Out Complaint,2020-11,44,13.6
Street Light Out Complaint,2020-11,45,9.9
Street Light Out Complaint,2020-11,46,4.0
Street Light Out Complaint,2020-11,47,20.4
Street Light Out Complaint,2020-11,48,7.6
Street Light Out Complaint,2020-11,49,11.1
Street Light Out Complaint,2020-11,50,13.7
Street Light Out Complaint,2020-11,51,6.3
Street Light Out Complaint,2020-11,52,26.3
Street Light Out Complaint,2020-11,53,15.7
Street Light Out Complaint,2020-11,54,14.5
Street Light Out Complaint,2020-11,55,14.6
Street Light Out Complaint,2020-11,56,9.0
Street Light Out Complaint,2020-11,57,9.1
Street Light Out Complaint,2020-11,58,7.4
Street Light Out Complaint,2020-11,59,10.4
Street Light Out Complaint,2020-11,60,7.5
Street Light Out Complaint,2020-11,61,6.8
Street Light Out Complaint,2020-11,62,7.3
Street Light Out Complaint,2020-11,63,11.2
Street Light Out Complaint,2020-11,64,10.8
Street Light Out Complaint,2020-11,65,7.4
Street Light Out Complaint,2020-11,66,6.8
Street Light Out Complaint,2020-11,67,8.9
Street Light Out Complaint,2020-11,68,7.9
Street Light Out Complaint,2020-11,69,8.4
Street Light Out Complaint,2020-11,70,9.7
Street Light Out Complaint,2020-11,71,7.9
Street Light Out Complaint,2020-11,72,13.1
Street Light Out Complaint,2020-11,73,5.9
Street Light Out Complaint,2020-11,74,5.2
Street Light Out Complaint,2020-11,75,4.7
Street Light Out Complaint,2020-11,76,20.9
Street Light Out Complaint,2020-11,77,5.3
Street Light Out Complaint,2020-12,1,5.2
Street Light Out Complaint,2020-12,2,3.0
Street Light Out Complaint,2020-12,3,9.6
Street Light Out Complaint,2020-12,4,2.9
Street Light Out Complaint,2020-12,5,9.0
Street Light Out Complaint,2020-12,6,8.5
Street Light Out Complaint,2020-12,7,9.5
Street Light Out Complaint,2020-12,8,10.6
Street Light Out Complaint,2020-12,9,7.9
Street Light Out Complaint,2020-12,10,9.9
Street Light Out Complaint,2020-12,11,9.2
Street Light Out Complaint,2020-12,12,7.2
Street Light Out Complaint,2020-12,13,5.4
Street Light Out Complaint,2020-12,14,7.8
Street Light Out Complaint,2020-12,15,6.5
Street Light Out Complaint,2020-12,16,4.0
Street Light Out Complaint,2020-12,17,6.2
Street Light Out Complaint,2020-12,18,8.7
Street Light Out Complaint,2020-12,19,6.1
Street Light Out Complaint,2020-12,20,4.7
Street Light Out Complaint,2020-12,21,8.6
Street Light Out Complaint,2020-12,22,9.7
Street Light Out Complaint,2020-12,23,7.9
Street Light Out Complaint,2020-12,24,8.8
Street Light Out Complaint,2020-12,25,9.5
Street Light Out Complaint,2020-12,26,7.9
Street Light Out Complaint,2020-12,27,13.5
Street Light Out Complaint,2020-12,28,8.1
Street Light Out Complaint,2020-12,29,14.1
Street Light Out Complaint,2020-12,30,5.7
Street Light Out Complaint,2020-12,31,9.6
Street Light Out Complaint,2020-12,32,1.9
Street Light Out Complaint,2020-12,33,6.3
Street Light Out Complaint,2020-12,34,5.9
Street Light Out Complaint,2020-12,35,14.8
Street Light Out Complaint,2020-12,36,4.9
Street Light Out Complaint,2020-12,37,8.2
Street Light Out Complaint,2020-12,38,6.5
Street Light Out Complaint,2020-12,39,8.8
Street Light Out Complaint,2020-12,40,5.4
Street Light Out Complaint,2020-12,41,9.1
Street Light Out Complaint,2020-12,42,14.0
Street Light Out Complaint,2020-12,43,12.6
Street Light Out Complaint,2020-12,44,9.4
Street Light Out Complaint,2020-12,45,10.8
Street Light Out Complaint,2020-12,46,7.8
Street Light Out Complaint,2020-12,48,8.5
Street Light Out Complaint,2020-12,49,11.6
Street Light Out Complaint,2020-12,50,10.0
Street Light Out Complaint,2020-12,51,17.1
Street Light Out Complaint,2020-12,52,13.2
Street Light Out Complaint,2020-12,53,15.4
Street Light Out Complaint,2020-12,54,17.0
Street Light Out Complaint,2020-12,55,10.9
Street Light Out Complaint,2020-12,56,10.3
Street Light Out Complaint,2020-12,57,8.7
Street Light Out Complaint,2020-12,58,8.1
Street Light Out Complaint,2020-12,59,11.4
Street Light Out Complaint,2020-12,60,5.9
Street Light Out Complaint,2020-12,61,6.0
Street Light Out Complaint,2020-12,62,5.9
Street Light Out Complaint,2020-12,63,16.8
Street Light Out Complaint,2020-12,64,10.8
Street Light Out Complaint,2020-12,65,13.0
Street Light Out Complaint,2020-12,66,12.1
Street Light Out Complaint,2020-12,67,12.9
Street Light Out Complaint,2020-12,68,17.2
Street Light Out Complaint,2020-12,69,7.0
Street Light Out Complaint,2020-12,70,7.1
Street Light Out Complaint,2020-12,71,10.5
Street Light Out Complaint,2020-12,72,5.1
Street Light Out Complaint,2020-12,73,5.0
Street Light Out Complaint,2020-12,74,5.1
Street Light Out Complaint,2020-12,75,10.6
Street Light Out Complaint,2020-12,76,28.2
Street Light Out Complaint,2020-12,77,2.4
Street Light Out Complaint,2021-01,1,3.2
Street Light Out Complaint,2021-01,2,3.0
Street Light Out Complaint,2021-01,3,4.1
Street Light Out Complaint,2021-01,4,3.1
Street Light Out Complaint,2021-01,5,3.9
Street Light Out Complaint,2021-01,6,3.3
Street Light Out Complaint,2021-01,7,7.0
Street Light Out Complaint,2021-01,8,10.3
Street Light Out Complaint,2021-01,9,4.3
Street Light Out Complaint,2021-01,10,3.9
Street Light Out Complaint,2021-01,11,3.2
Street Light Out Complaint,2021-01,12,4.3
Street Light Out Complaint,2021-01,13,1.2
Street Light Out Complaint,2021-01,14,2.7
Street Light Out Complaint,2021-01,15,4.3
Street Light Out Complaint,2021-01,16,3.5
Street Light Out Complaint,2021-01,17,3.6
Street Light Out Complaint,2021-01,18,4.2
Street Light Out Complaint,2021-01,19,3.0
Street Light Out Complaint,2021-01,20,2.2
Street Light Out Complaint,2021-01,21,1.9
Street Light Out Complaint,2021-01,22,5.5
Street Light Out Complaint,2021-01,23,8.7
Street Light Out Complaint,2021-01,24,6.0
Street Light Out Complaint,2021-01,25,9.1
Street Light Out Complaint,2021-01,26,7.5
Street Light Out Complaint,2021-01,27,7.9
Street Light Out Complaint,2021-01,28,7.8
Street Light Out Complaint,2021-01,29,8.6
Street Light Out Complaint,2021-01,30,6.3
Street Light Out Complaint,2021-01,31,4.7
Street Light Out Complaint,2021-01,32,16.1
Street Light Out Complaint,2021-01,33,5.5
Street Light Out Complaint,2021-01,34,1.4
Street Light Out Complaint,2021-01,35,3.5
Street Light Out Complaint,2021-01,36,13.0
Street Light Out Complaint,2021-01,37,2.3
Street Light Out Complaint,2021-01,38,6.8
Street Light Out Complaint,2021-01,39,2.9
Street Light Out Complaint,2021-01,40,5.9
Street Light Out Complaint,2021-01,41,4.2
Street Light Out Complaint,2021-01,42,4.5
Street Light Out Complaint,2021-01,43,5.2
Street Light Out Complaint,2021-01,44,6.9
Street Light Out Complaint,2021-01,45,7.0
Street Light Out Complaint,2021-01,46,6.4
Street Light Out Complaint,2021-01,47,8.3
Street Light Out Complaint,2021-01,48,5.1
Street Light Out Complaint,2021-01,49,8.8
Street Light Out Complaint,2021-01,50,6.5
Street Light Out Complaint,2021-01,51,4.6
Street Light Out Complaint,2021-01,52,4.7
Street Light Out Complaint,2021-01,53,5.9
Street Light Out Complaint,2021-01,54,6.0
Street Light Out Complaint,2021-01,55,4.0
Street Light Out Complaint,2021-01,56,4.0
Street Light Out Complaint,2021-01,57,2.6
Street Light Out Complaint,2021-01,58,6.4
Street Light Out Complaint,2021-01,59,5.0
Street Light Out Complaint,2021-01,60,2.9
Street Light Out Complaint,2021-01,61,6.1
Street Light Out Complaint,2021-01,62,4.2
Street Light Out Complaint,2021-01,63,8.0
Street Light Out Complaint,2021-01,64,9.3
Street Light Out Complaint,2021-01,65,2.7
Street Light Out Complaint,2021-01,66,4.3
Street Light Out Complaint,2021-01,67,3.6
Street Light Out Complaint,2021-01,68,5.5
Street Light Out Complaint,2021-01,69,5.2
Street Light Out Complaint,2021-01,70,5.5
Street Light Out Complaint,2021-01,71,4.2
Street Light Out Complaint,2021-01,72,2.1
Street Light Out Complaint,2021-01,73,5.1
Street Light Out Complaint,2021-01,74,6.3
Street Light Out Complaint,2021-01,75,7.5
Street Light Out Complaint,2021-01,76,0.0
Street Light Out Complaint,2021-01,77,2.0
Street Light Out Complaint,2021-02,1,2.8
Street Light Out Complaint,2021-02,2,3.8
Street Light Out Complaint,2021-02,3,8.6
Street Light Out Complaint,2021-02,4,3.7
Street Light Out Complaint,2021-02,5,1.7
Street Light Out Complaint,2021-02,6,4.9
Street Light Out Complaint,2021-02,7,7.9
Street Light Out Complaint,2021-02,8,7.2
Street Light Out Complaint,2021-02,9,3.6
Street Light Out Complaint,2021-02,10,6.8
Street Light Out Complaint,2021-02,11,2.6
Street Light Out Complaint,2021-02,12,4.4
Street Light Out Complaint,2021-02,13,5.4
Street Light Out Complaint,2021-02,14,2.8
Street Light Out Complaint,2021-02,15,2.6
Street Light Out Complaint,2021-02,16,2.9
Street Light Out Complaint,2021-02,17,4.1
Street Light Out Complaint,2021-02,18,8.3
Street Light Out Complaint,2021-02,19,2.1
Street Light Out Complaint,2021-02,20,5.3
Street Light Out Complaint,2021-02,21,5.8
Street Light Out Complaint,2021-02,22,5.9
Street Light Out Complaint,2021-02,23,2.7
Street Light Out Complaint,2021-02,24,3.1
Street Light Out Complaint,2021-02,25,2.9
Street Light Out Complaint,2021-02,26,3.1
Street Light Out Complaint,2021-02,27,4.5
Street Light Out Complaint,2021-02,28,5.8
Street Light Out Complaint,2021-02,29,6.0
Street Light Out Complaint,2021-02,30,6.8
Street Light Out Complaint,2021-02,31,17.6
Street Light Out Complaint,2021-02,32,12.4
Street Light Out Complaint,2021-02,33,12.7
Street Light Out Complaint,2021-02,34,4.1
Street Light Out Complaint,2021-02,35,3.9
Street Light Out Complaint,2021-02,36,1.7
Street Light Out Complaint,2021-02,37,7.9
Street Light Out Complaint,2021-02,38,7.6
Street Light Out Complaint,2021-02,39,2.1
Street Light Out Complaint,2021-02,40,7.1
Street Light Out Complaint,2021-02,41,5.6
Street Light Out Complaint,2021-02,42,3.3
Street Light Out Complaint,2021-02,43,3.9
Street Light Out Complaint,2021-02,44,4.4
Street Light Out Complaint,2021-02,45,7.2
Street Light Out Complaint,2021-02,46,3.7
Street Light Out Complaint,2021-02,47,9.1
Street Light Out Complaint,2021-02,48,5.5
Street Light Out Complaint,2021-02,49,4.9
Street Light Out Complaint,2021-02,50,3.4
Street Light Out Complaint,2021-02,51,6.1
Street Light Out Complaint,2021-02,52,6.3
Street Light Out Complaint,2021-02,53,7.6
Street Light Out Complaint,2021-02,54,6.9
Street Light Out Complaint,2021-02,55,4.9
Street Light Out Complaint,2021-02,56,4.6
Street Light Out Complaint,2021-02,57,4.3
Street Light Out Complaint,2021-02,58,6.2
Street Light Out Complaint,2021-02,59,2.1
Street Light Out Complaint,2021-02,60,7.9
Street Light Out Complaint,2021-02,61,6.3
Street Light Out Complaint,2021-02,62,2.7
Street Light Out Complaint,2021-02,63,4.2
Street Light Out Complaint,2021-02,64,6.2
Street Light Out Complaint,2021-02,65,2.2
Street Light Out Complaint,2021-02,66,6.7
Street Light Out Complaint,2021-02,67,3.4
Street Light Out Complaint,2021-02,68,3.9
Street Light Out Complaint,2021-02,69,2.8
Street Light Out Complaint,2021-02,70,5.9
Street Light Out Complaint,2021-02,71,3.2
Street Light Out Complaint,2021-02,72,5.2
Street Light Out Complaint,2021-02,73,4.0
Street Light Out Complaint,2021-02,74,3.5
Street Light Out Complaint,2021-02,75,4.8
Street Light Out Complaint,2021-02,76,12.4
Street Light Out Complaint,2021-02,77,4.8
Street Light Out Complaint,2021-03,1,5.1
Street Light Out Complaint,2021-03,2,3.8
Street Light Out Complaint,2021-03,3,4.2
Street Light Out Complaint,2021-03,4,1.7
Street Light Out Complaint,2021-03,5,3.8
