YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_15,total_volume_area_16,total_volume_area_17,total_volume_area_18,total_volume_area_19,total_volume_area_20
2021-07,18,21,5,1,0,12,14,2,0,1,0,0,0,12,3,42,17,4,2,7,1,2,3,1,0,16,6,4,1,29,6,4,2,12,18,0,0,3,4,2,18,0,5,25,24,4,16,25,2,3,22,5,0,1,5,4,,,,416.0,,
2021-08,18,30,6,3,2,15,7,1,1,2,0,0,0,4,4,39,13,7,2,8,1,1,5,5,1,14,5,6,0,28,3,5,5,18,7,0,0,4,10,3,42,5,2,23,28,4,17,34,1,6,12,3,0,5,1,1,,,,449.0,,
2021-09,18,29,3,1,0,9,12,3,0,7,1,0,0,6,9,20,23,3,3,5,5,1,2,3,1,23,0,1,1,18,3,4,5,8,3,0,3,1,1,4,27,1,2,13,5,1,4,25,0,1,6,3,0,0,0,3,,,,312.0,,
2021-10,18,41,6,1,3,7,2,2,1,5,0,0,0,5,2,13,14,5,3,1,2,2,1,0,0,23,2,2,0,26,3,3,2,18,6,0,5,2,5,1,42,2,37,6,4,0,8,10,1,1,3,6,0,0,0,0,,,,334.0,,
2021-11,18,32,0,4,0,13,6,2,0,7,1,1,0,3,4,28,10,3,0,8,4,2,1,0,3,21,0,0,0,13,5,3,2,1,2,0,0,3,1,0,7,0,8,2,1,0,7,10,1,0,2,2,0,2,0,1,,,,226.0,,
2021-12,18,19,4,0,1,15,4,0,2,9,0,0,0,3,6,24,6,9,3,13,1,3,0,2,1,17,2,2,0,13,3,1,2,1,1,0,0,0,4,0,6,1,2,5,2,0,4,3,0,0,0,3,1,0,0,3,,,,201.0,,
2022-01,18,21,3,0,0,11,4,1,1,8,0,1,2,1,2,20,3,2,0,6,2,5,1,0,1,10,2,1,0,12,1,0,0,9,7,0,0,0,0,0,3,1,7,0,0,0,2,0,1,1,2,1,0,0,0,0,,,,155.0,,
2022-02,18,41,2,1,3,7,3,0,0,13,0,0,0,1,1,14,3,3,4,5,1,9,1,0,4,40,2,3,0,12,5,2,3,3,5,0,2,1,4,2,10,1,4,0,0,1,8,0,1,0,1,3,0,0,0,0,,,,229.0,,
2022-03,18,34,3,7,1,13,13,1,3,3,0,2,0,6,1,27,19,2,0,1,2,1,2,0,1,53,0,3,1,31,18,1,2,5,11,1,0,0,5,1,11,1,3,1,5,5,9,0,9,0,2,2,0,3,0,2,,,,327.0,,
2022-04,18,23,10,6,1,2,12,2,4,2,1,1,0,5,2,26,12,9,1,0,10,2,7,0,2,69,2,3,0,22,9,2,1,7,7,0,0,2,2,1,9,2,6,6,3,2,7,10,2,2,1,13,0,1,0,5,,,,336.0,,
2022-05,18,33,10,6,2,10,14,2,1,4,1,1,1,14,2,27,13,3,5,2,3,0,0,0,1,62,3,3,0,21,11,7,10,12,4,0,3,8,5,1,31,2,2,11,4,7,12,11,2,2,2,6,0,3,3,8,,,,411.0,,
2022-06,18,15,4,4,1,17,8,3,4,2,0,1,0,6,4,36,15,5,4,4,1,0,5,0,6,33,5,4,2,29,10,4,4,7,2,0,0,1,10,1,15,2,7,41,23,4,10,37,4,0,3,5,0,1,1,5,,,,415.0,,
2022-07,18,16,2,3,0,10,9,3,1,4,0,0,0,6,0,36,2,8,2,3,3,1,2,0,5,10,1,2,0,26,11,3,2,5,2,0,0,0,6,0,14,0,2,33,25,8,12,34,3,2,3,4,0,3,4,9,,,,340.0,,
2022-08,18,14,3,4,0,9,16,2,1,4,0,0,0,7,6,32,18,5,0,4,7,1,7,2,0,21,2,2,0,20,14,0,2,3,2,0,0,1,4,0,13,1,8,16,7,2,15,53,0,1,2,3,0,0,2,2,,,,338.0,,
2022-09,18,18,7,4,0,3,4,1,3,1,0,0,0,7,4,21,15,2,2,6,0,0,3,0,1,33,3,1,0,27,15,2,3,4,3,0,2,4,1,2,38,1,3,9,5,7,5,20,0,4,6,4,0,3,2,4,,,,313.0,,
2022-10,18,11,1,5,0,11,8,1,3,2,0,0,0,5,5,20,20,7,3,1,4,0,0,0,0,18,2,1,1,19,6,2,1,11,0,0,0,2,3,0,21,4,2,5,9,5,4,20,2,0,0,1,0,2,0,6,,,,254.0,,
2022-11,18,18,3,1,0,6,8,5,0,4,0,0,4,9,1,24,3,3,2,8,1,0,1,1,0,12,1,4,0,12,3,0,2,1,0,0,0,1,1,5,4,4,5,7,5,4,6,5,0,1,2,0,0,0,0,12,,,,199.0,,
2022-12,18,16,1,1,1,3,6,3,1,5,1,1,0,2,1,14,2,3,0,5,0,0,1,2,3,7,3,1,2,11,6,0,3,0,4,0,0,1,8,1,11,5,3,1,1,2,0,1,1,2,1,3,1,1,0,5,,,,157.0,,
2023-01,18,18,1,5,0,14,6,9,0,2,0,1,0,3,0,25,10,0,1,2,0,1,4,0,2,35,1,3,2,12,5,0,6,14,3,0,2,2,1,0,17,0,1,3,2,2,2,0,0,0,4,4,1,2,0,0,,,,228.0,,
2023-02,18,16,5,11,0,18,6,1,2,4,0,2,0,7,2,19,6,2,1,2,2,2,3,0,1,84,0,3,1,12,4,1,5,4,2,2,3,2,4,1,12,1,3,2,1,3,6,0,2,0,3,9,0,2,0,1,,,,285.0,,
2023-03,18,32,15,11,0,18,8,3,7,4,0,0,0,1,3,23,5,4,0,0,1,1,2,0,0,49,0,1,1,25,6,2,5,7,5,0,0,6,2,1,16,2,11,4,2,0,14,0,8,1,3,3,0,0,0,0,,,,312.0,,
2023-04,18,22,7,11,0,16,18,1,1,7,0,0,1,10,5,28,8,1,3,4,3,5,3,0,1,36,0,4,0,21,11,0,2,1,1,1,4,1,3,2,15,0,1,5,3,3,5,0,0,0,2,4,0,2,0,4,,,,286.0,,
2023-05,18,22,4,7,0,19,11,1,0,5,1,0,0,4,5,31,32,1,2,4,0,2,1,1,2,33,1,0,0,27,18,2,2,6,12,0,0,0,2,1,18,0,2,16,1,6,12,1,4,3,3,0,0,2,1,5,,,,333.0,,
2023-06,18,19,9,7,2,14,16,0,6,4,0,0,0,4,6,25,51,2,2,3,4,2,4,0,2,32,0,4,2,31,16,1,2,10,5,0,0,0,4,0,17,2,4,11,5,8,10,1,2,1,2,1,0,4,2,1,,,,360.0,,
2023-07,18,32,10,4,2,8,14,3,2,2,0,1,0,6,3,32,28,2,4,10,10,0,2,3,1,24,2,4,1,28,9,2,12,2,1,0,1,0,1,1,24,4,11,19,11,2,6,0,1,2,3,12,0,8,2,6,,,,378.0,,
2023-08,18,28,1,4,5,17,33,10,4,10,0,0,0,6,1,33,20,4,2,4,40,3,4,0,1,26,2,0,2,36,7,2,15,11,3,0,0,0,3,0,22,2,10,9,8,2,3,5,0,2,5,10,1,1,1,4,,,,422.0,,
2023-09,18,32,3,2,0,12,36,8,1,8,0,1,0,10,2,23,27,4,1,3,34,1,4,0,1,25,0,6,2,26,6,1,2,7,4,0,0,0,4,0,15,2,7,14,9,4,13,0,0,1,3,8,0,0,1,8,,,,381.0,,
2023-10,18,20,1,6,2,7,29,0,3,4,0,1,0,4,1,35,8,6,2,3,23,0,4,2,6,21,0,1,2,26,14,4,7,6,1,0,0,1,2,2,12,0,4,8,3,4,9,62,0,11,0,2,1,2,0,2,,,,374.0,,
2023-11,18,31,3,1,1,11,38,0,1,1,0,0,1,8,4,30,31,0,0,15,16,1,1,1,3,21,2,2,2,11,5,2,3,1,4,0,0,0,2,2,21,3,2,4,3,2,7,84,1,25,1,0,0,1,0,5,,,,414.0,,
2023-12,18,20,4,2,0,8,21,2,1,0,0,1,0,1,2,15,12,2,2,6,10,0,0,1,3,19,3,1,0,13,4,1,2,1,4,0,0,5,4,4,10,0,5,4,1,0,5,81,2,3,2,2,0,1,0,2,,,,292.0,,
2024-01,18,44,7,3,0,19,22,4,3,3,0,3,2,3,2,14,9,2,1,9,12,8,1,3,3,42,1,3,0,9,3,6,5,4,1,0,0,1,1,0,31,2,22,3,3,1,7,80,1,8,4,3,1,2,0,0,,,,421.0,,
2024-02,18,67,32,12,0,13,34,2,3,6,0,0,0,6,0,15,29,3,0,2,9,0,1,0,1,37,2,2,0,9,12,1,0,6,2,0,0,3,5,0,33,0,5,1,5,0,12,82,2,3,3,0,0,2,0,2,,,,464.0,,
2024-03,18,48,9,6,1,8,31,2,2,5,0,0,0,3,3,13,19,2,0,2,7,7,1,0,0,33,2,1,0,7,2,2,18,5,8,0,0,0,1,0,36,0,10,6,4,1,6,61,2,8,7,6,0,3,0,1,,,,399.0,,
2024-04,18,42,0,4,0,11,16,4,0,3,0,1,0,7,2,18,7,4,1,3,4,0,8,0,0,31,0,2,0,20,11,3,10,7,3,0,2,2,1,2,10,2,15,13,4,2,13,12,1,5,5,8,0,0,0,3,,,,322.0,,
2024-05,18,24,1,5,0,7,9,3,1,1,0,0,1,6,5,31,41,2,0,5,5,1,10,0,2,45,2,11,0,24,37,4,6,10,5,0,1,8,3,2,32,2,8,34,46,1,18,3,0,5,2,18,0,2,5,12,,,,506.0,,
2024-06,18,34,0,1,1,13,10,2,0,12,0,0,0,4,4,34,13,0,6,2,1,0,3,3,0,20,2,6,3,21,12,0,2,10,10,0,4,3,4,1,9,1,5,17,14,5,13,6,1,6,3,3,29,3,3,8,,,,367.0,,
2024-07,18,81,4,2,1,14,8,2,2,7,1,1,1,6,6,46,5,4,1,7,4,2,3,0,1,34,2,4,0,27,10,4,5,7,5,0,3,2,3,0,28,7,8,106,181,4,35,1,0,1,1,5,0,5,1,9,,,,707.0,,
2024-08,18,37,1,1,0,22,4,0,2,9,2,0,0,5,5,31,1,2,1,6,2,0,4,2,3,28,8,6,0,17,11,3,4,5,1,0,0,0,6,0,17,3,1,32,9,3,10,0,0,2,1,4,0,0,1,5,,,,317.0,,
2024-09,18,32,2,0,0,10,14,3,0,3,1,0,0,3,4,28,9,3,1,3,4,2,6,1,2,10,3,3,0,17,14,2,2,7,8,2,0,0,2,3,17,0,6,17,5,4,13,0,1,1,1,4,0,0,1,3,,,,277.0,,
2024-10,18,23,3,2,0,18,8,3,0,3,1,1,0,13,0,29,3,4,1,4,2,0,2,0,4,12,4,2,0,14,5,1,4,2,4,0,0,0,3,0,26,2,15,12,14,3,14,0,2,2,5,3,0,2,0,5,,,,280.0,,
2024-11,18,37,2,0,0,14,1,2,3,3,0,0,0,4,2,20,5,1,0,4,0,0,0,0,1,15,0,2,0,8,2,0,1,2,3,0,2,4,3,1,15,1,11,5,4,2,8,0,2,0,1,1,0,2,0,4,,,,198.0,,
2024-12,18,16,2,2,0,18,4,2,0,5,0,1,0,0,1,18,9,2,0,5,0,0,0,2,2,12,3,0,0,9,5,0,3,0,4,0,0,0,2,0,13,0,10,4,5,0,0,0,4,1,3,2,0,0,0,4,,,,173.0,,
2025-01,18,39,6,3,2,19,5,2,1,14,0,3,0,4,1,18,13,2,1,5,0,4,1,0,1,11,4,0,0,3,1,3,1,5,5,1,0,3,5,0,19,0,16,0,1,0,3,0,1,1,15,7,0,3,0,1,,,,253.0,,
2025-02,18,37,2,1,0,17,4,0,1,10,0,2,1,2,3,23,5,0,0,7,2,0,0,1,2,18,1,2,1,9,3,1,1,1,2,0,0,2,5,2,20,0,12,2,0,1,5,0,3,0,3,2,0,1,0,0,,,,217.0,,
2025-03,18,38,2,8,0,16,10,1,1,5,0,2,0,4,2,27,19,6,0,3,6,0,4,1,1,36,1,2,0,12,5,0,5,7,4,0,2,1,2,1,37,0,14,4,4,1,10,3,2,6,4,1,1,3,0,3,,,,327.0,,
2025-04,18,24,4,7,3,23,10,0,1,5,0,1,0,5,2,29,18,2,1,4,2,0,0,0,0,34,2,2,1,15,5,5,2,6,4,0,0,0,7,7,36,2,6,7,5,5,15,1,1,3,6,8,0,0,0,2,,,,328.0,,
2025-05,18,43,0,6,1,21,12,1,5,0,2,0,0,7,1,21,19,1,0,10,0,0,3,0,4,31,2,4,0,17,19,3,2,7,6,1,6,2,4,1,14,0,8,23,13,2,8,49,1,1,6,2,0,1,0,9,,,,399.0,,
2025-06,18,21,3,3,0,24,8,0,2,4,0,1,2,13,2,38,24,5,1,22,8,1,9,0,3,38,0,4,0,14,8,2,1,4,2,0,1,1,3,1,46,1,6,24,13,6,21,5,1,4,4,3,0,0,0,7,,,,414.0,,
2025-07,18,32,5,7,2,32,5,2,1,3,0,0,0,9,8,38,24,1,4,10,2,0,3,1,2,43,1,2,0,20,10,2,3,7,5,0,0,1,4,1,18,0,9,23,15,4,25,25,4,1,6,6,2,4,1,10,,,,443.0,,
2025-08,18,38,4,3,4,42,13,3,2,15,1,0,0,1,7,53,11,5,2,10,0,5,2,0,1,39,1,1,0,38,11,5,9,5,4,0,0,1,2,0,32,0,8,16,22,0,20,11,1,0,12,11,0,11,1,8,,,,491.0,,
2025-09,18,12,10,3,1,38,17,1,4,4,1,0,0,4,8,35,9,4,2,8,1,5,3,2,1,22,3,0,0,28,6,0,3,9,2,0,0,0,4,0,14,0,10,14,13,1,19,5,5,0,10,2,0,0,4,4,,,,351.0,,
2025-10,18,35,2,1,1,21,6,1,0,2,1,0,0,5,4,27,8,1,0,4,2,1,2,1,2,7,4,7,1,22,3,2,1,5,2,0,0,1,1,2,20,0,11,10,11,1,8,19,5,6,5,1,0,0,0,5,,,,287.0,,
2025-11,18,20,2,3,1,35,6,0,3,1,0,0,0,2,7,17,8,7,0,10,1,0,2,2,1,9,2,0,0,17,2,0,2,2,0,0,2,0,5,0,7,3,4,5,6,0,8,92,2,2,13,0,0,0,0,13,,,,324.0,,
2025-12,18,24,9,0,0,38,7,0,2,4,0,0,0,0,3,20,10,0,1,12,1,10,0,7,3,8,1,2,0,4,1,1,0,4,1,1,4,1,5,0,31,0,4,7,5,0,3,93,6,2,6,3,0,3,0,1,,,,348.0,,
2019-01,19,13,58,12,2,22,33,9,2,0,0,2,0,0,0,0,1,2,0,0,0,0,4,0,6,52,0,0,1,0,0,1,5,138,18,0,0,0,9,0,14,0,4,0,0,2,11,10,0,0,55,1,0,0,0,0,,,,,487.0,
2019-02,19,26,68,26,4,30,21,4,2,5,0,2,0,1,2,76,4,6,7,2,1,0,2,0,5,446,2,0,2,6,3,20,13,7,20,0,0,0,2,0,69,1,9,1,1,2,24,27,0,0,41,3,1,2,0,1,,,,,997.0,
2019-03,19,90,81,78,2,42,35,7,2,37,1,4,1,18,7,96,42,6,4,8,2,5,10,0,2,386,10,3,4,91,28,22,33,13,55,1,2,2,27,4,111,4,34,13,7,3,39,36,5,4,61,13,2,9,0,2,,,,,1604.0,
2019-04,19,51,63,74,6,33,51,3,11,9,1,4,1,23,10,131,44,10,3,10,4,3,10,1,3,177,10,8,9,87,18,31,58,19,93,0,6,8,15,3,105,3,37,17,14,9,31,36,1,12,27,29,0,24,0,5,,,,,1451.0,
2019-05,19,70,59,101,11,49,30,5,7,12,1,3,0,22,14,173,68,20,5,14,8,1,12,1,5,224,16,11,2,78,10,17,68,12,49,0,4,4,20,2,134,7,36,16,13,11,37,67,8,15,13,92,2,12,4,5,,,,,1680.0,
2019-06,19,64,54,74,5,44,41,4,6,8,2,1,0,18,9,171,171,17,5,8,8,3,15,13,3,263,6,22,3,132,23,23,30,22,104,4,16,11,27,7,136,7,69,23,35,5,69,104,5,7,11,48,0,3,3,10,,,,,1972.0,
2019-07,19,95,55,89,6,47,59,12,4,18,2,4,0,18,18,174,231,17,7,26,9,5,7,11,6,209,14,16,9,141,15,17,35,25,55,1,8,10,26,5,162,4,27,43,24,10,43,139,10,9,129,7,0,3,7,5,,,,,2128.0,
2019-08,19,82,86,82,4,47,54,8,7,14,2,2,0,34,11,184,238,19,14,10,16,2,7,9,4,188,14,27,10,219,21,31,31,23,43,2,22,15,27,3,134,10,64,18,20,8,63,108,8,12,201,15,0,5,7,7,,,,,2292.0,
2019-09,19,63,69,87,0,41,33,6,2,25,2,5,0,32,18,161,144,16,11,10,12,2,13,1,6,213,11,13,7,145,20,21,24,25,127,0,5,8,23,1,138,3,20,24,29,12,38,101,2,10,71,17,5,10,13,2,,,,,1897.0,
2019-10,19,50,60,91,8,53,44,9,3,21,1,3,0,18,20,148,150,13,3,8,13,6,8,3,8,157,8,12,2,115,17,24,35,15,48,0,10,17,23,3,124,4,44,13,8,1,33,72,1,12,27,24,2,17,8,5,,,,,1622.0,
2019-11,19,69,51,61,1,54,35,7,2,12,1,0,1,7,10,119,146,8,2,17,7,4,12,3,9,114,12,7,4,85,15,14,25,8,58,1,10,10,14,11,162,2,15,13,21,2,21,24,5,6,24,25,0,1,0,3,,,,,1350.0,
2019-12,19,86,58,79,1,44,30,10,4,16,0,2,0,9,10,94,180,13,3,13,9,1,11,1,8,96,17,5,10,56,6,20,19,3,75,3,5,13,11,7,58,9,22,4,4,3,13,347,1,8,13,10,3,3,0,4,,,,,1530.0,
2020-01,19,123,69,51,5,67,27,3,7,23,0,3,1,11,2,99,372,7,2,7,10,3,6,0,10,116,18,2,4,74,9,14,17,20,81,1,0,7,15,5,142,11,27,8,13,3,19,84,3,4,12,13,2,4,0,1,,,,,1637.0,
2020-02,19,123,65,51,5,38,28,3,7,17,0,1,1,9,10,77,301,6,1,3,8,2,8,13,9,100,10,3,4,287,8,10,17,10,28,0,6,7,20,4,143,6,32,5,0,1,9,23,3,9,8,8,0,2,0,0,,,,,1549.0,
2020-03,19,69,34,30,1,55,27,3,18,5,0,6,1,10,15,118,261,8,3,7,12,0,16,5,4,223,5,8,6,76,19,14,21,17,52,2,8,17,14,2,87,5,32,7,3,7,26,107,1,12,9,20,0,15,0,1,,,,,1524.0,
2020-04,19,36,22,49,2,63,23,7,90,5,2,6,0,15,12,150,275,4,1,7,9,2,13,0,2,137,10,14,6,64,28,8,21,15,68,3,11,9,14,6,84,2,36,15,6,8,37,67,11,6,5,29,0,19,0,5,,,,,1539.0,
2020-05,19,80,37,41,15,100,26,3,62,18,2,4,0,18,19,258,193,13,2,17,9,1,7,0,2,95,17,17,4,275,18,12,89,22,101,1,5,8,14,4,124,1,24,26,8,8,42,68,5,8,3,109,0,36,7,13,,,,,2091.0,
2020-06,19,70,35,41,5,64,35,10,24,8,1,7,1,11,19,203,193,10,11,13,8,2,13,6,4,102,19,17,4,143,22,16,57,29,75,4,3,1,13,7,271,9,39,117,192,12,89,415,7,3,4,55,0,10,3,16,,,,,2548.0,
2020-07,19,93,31,24,3,85,65,8,39,23,3,0,0,21,22,278,291,17,16,65,17,3,9,86,8,44,44,7,5,182,23,29,30,30,97,1,8,4,17,7,118,4,22,51,25,17,33,391,4,11,6,15,1,4,3,10,,,,,2450.0,
2020-08,19,88,32,14,1,79,39,5,30,15,0,3,0,26,20,223,108,15,14,14,30,3,9,2,3,48,20,12,7,191,19,20,17,28,27,1,3,7,23,7,180,17,15,384,501,3,91,160,8,13,8,6,1,4,4,13,,,,,2611.0,
2020-09,19,94,28,14,4,74,26,1,24,31,1,2,2,22,13,196,202,10,12,14,15,11,7,12,4,37,24,21,3,182,24,9,17,31,73,0,5,10,20,2,169,3,18,49,68,4,47,106,2,8,14,10,5,7,3,10,,,,,1800.0,
2020-10,19,85,28,15,1,52,20,9,19,22,1,3,0,22,15,167,95,6,7,10,1,5,9,5,2,33,20,14,3,144,18,10,25,19,28,2,10,11,20,3,197,6,36,26,16,2,29,66,3,15,4,14,1,8,0,9,,,,,1391.0,
2020-11,19,99,21,16,1,59,21,12,25,19,3,0,1,17,15,112,140,9,3,19,4,5,5,0,6,34,16,2,1,95,10,2,15,10,120,5,0,8,11,5,161,1,20,26,30,26,23,23,6,7,2,10,0,4,0,18,,,,,1303.0,
2020-12,19,70,7,14,3,46,24,6,19,35,1,2,1,17,5,137,443,7,9,27,5,38,6,3,12,67,16,6,3,84,10,8,13,5,57,3,4,7,7,4,75,6,23,7,6,1,14,27,2,6,7,10,8,5,0,1,,,,,1429.0,
2021-01,19,100,14,28,0,54,20,5,13,15,3,3,0,9,13,118,107,7,2,3,3,13,6,3,4,136,22,4,5,83,18,5,6,25,44,0,4,6,13,3,134,6,32,3,5,0,10,17,2,3,4,1,2,2,0,0,,,,,1138.0,
2021-02,19,99,10,0,0,33,44,14,7,26,3,1,1,2,9,80,161,4,3,83,3,30,7,0,4,79,60,7,2,29,39,4,7,1,52,2,4,2,11,5,70,7,29,2,4,4,13,12,1,4,2,7,0,9,0,0,,,,,1092.0,
2021-03,19,163,14,38,1,80,20,9,12,42,5,3,0,21,12,153,277,22,2,21,8,6,10,0,5,138,63,10,5,104,13,7,7,39,62,0,5,5,10,9,115,9,40,3,13,2,32,50,5,6,25,9,3,7,0,2,,,,,1722.0,
2021-04,19,93,13,34,1,73,32,5,3,27,1,3,1,19,6,168,145,17,2,18,6,5,9,0,7,78,14,18,10,126,23,17,13,25,60,5,2,10,15,3,73,14,31,11,10,23,40,80,7,12,12,6,1,5,0,5,,,,,1437.0,
2021-05,19,79,5,34,4,63,30,12,4,12,5,2,0,19,8,170,164,17,10,10,8,4,8,5,10,69,8,13,3,159,21,15,11,21,78,0,1,5,16,4,70,8,36,23,17,11,46,68,4,4,6,6,3,8,7,11,,,,,1435.0,
2021-06,19,100,11,30,9,66,54,17,10,20,4,2,1,28,20,224,178,19,13,27,13,8,22,3,11,91,6,12,4,257,34,19,42,25,65,2,0,13,22,5,55,6,48,34,40,10,64,121,7,9,5,42,1,44,21,10,,,,,2004.0,
2021-07,19,111,10,36,4,71,48,6,4,27,3,1,0,31,17,190,120,9,11,25,16,7,11,12,10,69,10,12,3,292,36,13,23,31,130,2,1,5,26,7,67,9,26,35,30,11,37,115,3,11,102,14,0,8,13,16,,,,,1937.0,
2021-08,19,142,19,36,3,50,37,7,13,29,4,9,1,25,19,198,165,10,6,22,6,8,6,18,7,64,6,13,4,235,25,18,29,28,104,2,16,13,16,1,61,13,41,47,37,10,45,137,2,5,38,20,1,5,16,16,,,,,1908.0,
2021-09,19,99,7,33,3,40,24,6,7,19,3,7,0,35,33,150,115,7,7,14,13,4,5,6,10,70,7,15,1,221,20,10,21,22,204,2,10,2,18,3,109,13,35,17,14,5,19,59,6,14,16,10,2,8,4,16,,,,,1620.0,
2021-10,19,75,12,14,4,52,27,7,2,29,0,3,3,23,11,124,184,7,11,12,6,41,14,8,8,65,9,13,5,200,17,9,28,18,46,2,9,13,12,5,148,14,26,31,25,7,27,72,4,14,11,50,1,9,0,13,,,,,1580.0,
2021-11,19,87,11,30,1,77,33,8,3,22,2,2,1,38,22,130,204,14,8,15,13,11,6,7,10,79,11,12,5,129,19,6,16,10,50,0,3,6,16,8,64,12,88,16,9,2,13,39,2,6,9,9,0,3,0,17,,,,,1414.0,
2021-12,19,110,17,14,0,49,16,4,11,16,1,2,1,16,16,103,162,6,5,36,17,4,10,3,5,45,7,5,1,93,15,6,10,8,22,1,0,4,13,3,81,25,35,21,24,1,20,21,2,4,2,21,1,1,0,7,,,,,1123.0,
2022-01,19,130,6,6,1,65,21,6,13,36,1,5,2,17,10,109,459,9,4,21,7,13,6,2,18,56,16,5,8,59,30,4,4,21,60,2,10,10,11,3,37,23,38,2,3,1,12,2,2,9,7,14,0,8,0,0,,,,,1424.0,
2022-02,19,174,3,15,3,39,30,6,6,25,4,2,0,17,12,104,142,11,7,24,4,3,10,4,5,121,19,6,3,62,31,7,23,8,52,1,1,12,14,7,127,6,24,5,4,4,22,0,5,5,5,34,0,13,0,1,,,,,1272.0,
2022-03,19,171,11,65,3,52,33,5,1,19,4,3,0,17,25,172,258,20,0,5,5,2,14,2,2,230,10,4,3,134,18,16,17,39,69,1,10,9,25,3,73,6,81,6,11,6,42,0,9,14,8,19,2,14,0,2,,,,,1770.0,
2022-04,19,96,15,75,6,46,29,6,1,25,1,1,0,19,31,135,141,13,7,12,1,1,15,4,1,206,10,4,3,105,22,8,17,20,20,0,6,4,15,8,86,10,78,20,12,22,34,62,8,4,7,17,0,8,0,7,,,,,1504.0,
2022-05,19,101,17,72,13,69,37,9,7,13,3,6,0,16,29,155,205,12,6,9,5,3,14,7,4,166,8,12,1,120,18,28,32,29,15,1,4,11,14,5,129,6,82,27,21,12,40,80,9,7,9,31,3,11,4,16,,,,,1763.0,
2022-06,19,138,15,50,3,82,40,12,6,15,3,4,0,19,29,184,189,12,11,19,8,1,22,24,7,108,8,16,1,115,20,22,30,17,21,1,4,4,16,9,158,7,19,58,47,5,47,338,6,10,14,12,0,5,3,14,,,,,2028.0,
2022-07,19,160,2,32,2,93,20,5,3,12,1,3,1,29,20,141,153,16,4,15,6,2,8,4,8,101,13,15,4,159,22,17,7,25,12,3,5,8,23,2,81,6,44,72,46,15,42,477,7,9,10,19,0,2,4,12,,,,,2002.0,
2022-08,19,194,19,33,1,71,37,6,4,24,1,2,1,27,30,207,150,15,9,18,9,4,9,2,5,66,8,19,5,158,37,19,5,18,34,1,1,5,12,3,58,6,12,63,60,19,41,128,7,4,11,11,0,6,6,17,,,,,1718.0,
2022-09,19,129,13,21,11,50,33,8,6,11,0,1,0,31,44,149,201,13,10,21,13,4,9,4,10,51,11,11,7,154,29,25,22,20,27,0,5,11,15,10,112,7,60,40,24,23,52,68,3,8,16,20,0,18,3,9,,,,,1653.0,
2022-10,19,106,12,34,8,59,21,7,4,25,3,3,1,21,23,152,154,18,7,15,5,5,9,0,5,72,7,13,4,130,19,14,19,14,18,3,1,9,11,7,68,4,46,19,14,20,32,61,2,3,7,4,0,3,2,13,,,,,1336.0,
2022-11,19,137,15,18,0,56,23,12,4,28,0,3,3,22,27,124,114,19,4,19,6,3,15,1,9,41,7,7,2,76,12,6,12,7,21,1,4,13,12,16,51,4,70,72,43,65,28,38,3,10,2,6,0,1,0,21,,,,,1313.0,
2022-12,19,88,3,7,0,30,33,16,2,34,1,3,0,7,22,71,75,6,4,17,9,20,13,2,6,49,4,8,2,48,15,3,8,8,17,1,0,2,24,3,48,4,32,10,8,10,8,11,4,8,7,18,3,13,0,5,,,,,850.0,
2023-01,19,138,12,34,4,73,38,10,8,29,2,1,0,11,25,121,111,9,15,16,6,6,19,5,14,136,12,10,1,71,9,8,11,20,27,1,0,10,17,4,61,17,19,4,1,9,21,2,3,7,6,29,1,9,0,2,,,,,1235.0,
2023-02,19,164,3,52,8,64,29,3,2,25,0,7,0,7,14,76,97,9,4,9,9,3,12,1,8,165,6,6,5,80,15,14,25,14,20,1,2,4,13,4,43,11,41,2,12,19,23,16,1,5,11,65,0,11,0,1,,,,,1241.0,
